index,NA,NS,LS,MS,S,HS,name,NA_change,NA_change_%,NS_change,NS_change_%,LS_change,LS_change_%,MS_change,MS_change_%,S_change,S_change_%,HS_change,HS_change_%,weight
-0.17,4935.6252,2087.3601,5.7402,327.6153,2130.678,240.6888,flood_hazard,0.0,0.0,0.0,0.0,-0.5030999999999999,-8.058238431598673,-1.0323000000000206,-0.3141054430338212,56.38229999999976,2.7181418734079115,-54.84690000000003,-18.558468570802116,0.215
-0.16,4935.6252,2087.3601,5.7222,326.4984,2128.8762,243.6255,flood_hazard,0.0,0.0,0.0,0.0,-0.5210999999999997,-8.346547498918836,-2.1492000000000075,-0.6539527445202726,54.58050000000003,2.631278655208128,-51.91020000000003,-17.56478151370546,0.215
-0.15,4935.6252,2087.3601,5.7528,326.3247,2128.5387,244.1061,flood_hazard,0.0,0.0,0.0,0.0,-0.49049999999999994,-7.856422084474556,-2.322900000000004,-0.7068057092155865,54.24299999999994,2.615008072378491,-51.42960000000002,-17.402161566267633,0.215
-0.14,4935.6252,2087.3601,5.7897,327.3336,2126.1078,245.4912,flood_hazard,0.0,0.0,0.0,0.0,-0.4535999999999998,-7.265388496468211,-1.3140000000000214,-0.399820354689954,51.8121000000001,2.497816487784268,-50.04450000000003,-16.933487223370992,0.215
-0.13,4935.6252,2087.3601,5.8032,328.0194,2122.5312,248.3685,flood_hazard,0.0,0.0,0.0,0.0,-0.44009999999999927,-7.049156695978078,-0.6281999999999925,-0.19114699148875347,48.235499999999774,2.3253916980110296,-47.16720000000001,-15.959899260901478,0.215
-0.12,4935.6252,2087.3601,5.9121,328.6674,2110.1706,259.9722,flood_hazard,0.0,0.0,0.0,0.0,-0.33119999999999994,-5.304886838691076,0.01979999999997517,0.006024690276142339,35.8748999999998,1.7294978724585792,-35.56350000000003,-12.03357157866208,0.215
-0.11,4935.6252,2087.3601,5.9175,328.3803,2106.6345,263.79,flood_hazard,0.0,0.0,0.0,0.0,-0.3257999999999992,-5.218394118495015,-0.2673000000000343,-0.08133331872803401,32.33879999999999,1.559025552624922,-31.7457,-10.74174795126274,0.215
-0.1,4935.6252,2087.3601,5.9436,330.2964,2103.5205,264.9618,flood_hazard,0.0,0.0,0.0,0.0,-0.29969999999999963,-4.8003459708807785,1.6487999999999943,0.5016923902684803,29.22479999999996,1.4089023083835135,-30.573900000000037,-10.34524762998177,0.215
-0.09,4935.6252,2087.3601,6.012,331.5726,2101.6989,265.4388,flood_hazard,0.0,0.0,0.0,0.0,-0.23130000000000006,-3.70477151506415,2.9250000000000114,0.8900110635221469,27.403199999999742,1.3210845493243677,-30.096900000000005,-10.183845809491038,0.215
-0.08,4935.6252,2087.3601,6.0273,331.029,2100.5262,267.1398,flood_hazard,0.0,0.0,0.0,0.0,-0.2159999999999993,-3.4597088078419955,2.381399999999985,0.7246059304860236,26.230499999999665,1.264549697519002,-28.39590000000004,-9.608280826986396,0.215
-0.07,4935.6252,2087.3601,6.0498,329.7105,2099.97,268.992,flood_hazard,0.0,0.0,0.0,0.0,-0.19349999999999934,-3.0993224736917875,1.0629000000000133,0.32341632800605064,25.674299999999675,1.2377357770157684,-26.5437,-8.981554512703541,0.215
-0.06,4935.6252,2087.3601,6.0849,330.8436,2097.0765,270.7173,flood_hazard,0.0,0.0,0.0,0.0,-0.15839999999999943,-2.5371197924174624,2.1959999999999695,0.6681929215366154,22.7808,1.098242646889737,-24.818399999999997,-8.397767173305965,0.215
-0.05,4935.6252,2087.3601,6.0858,330.471,2095.6509,272.5146,flood_hazard,0.0,0.0,0.0,0.0,-0.15749999999999975,-2.5227043390514594,1.8233999999999924,0.5548192045218016,21.355199999999968,1.0295157050173689,-23.021100000000047,-7.789617294966409,0.215
-0.04,4935.6252,2087.3601,6.1209,329.0166,2086.0245,283.5603,flood_hazard,0.0,0.0,0.0,0.0,-0.12239999999999984,-1.9605016577771348,0.36899999999997135,0.11227831878278477,11.728799999999865,0.5654352944953732,-11.975400000000036,-4.05209928952747,0.215
-0.03,4935.6252,2087.3601,6.1785,329.4162,2083.8825,285.2451,flood_hazard,0.0,0.0,0.0,0.0,-0.06479999999999997,-1.0379126423526015,0.7685999999999922,0.23386752253781623,9.58680000000004,0.4621713288033157,-10.29060000000004,-3.4820158782847686,0.215
-0.02,4935.6252,2087.3601,6.21,325.4751,2083.0752,289.962,flood_hazard,0.0,0.0,0.0,0.0,-0.03329999999999966,-0.533371774542304,-3.1725000000000136,-0.9653196919740212,8.779500000000098,0.4232520946748382,-5.573700000000031,-1.8859650458472634,0.215
-0.01,4935.6252,2087.3601,6.2271,326.7999,2077.1667,294.5286,flood_hazard,0.0,0.0,0.0,0.0,-0.016199999999999548,-0.25947816058814327,-1.8477000000000317,-0.5622131425879975,2.8710000000000946,0.13840842460407618,-1.0071000000000367,-0.3407710134511792,0.215
0.0,4935.6252,2087.3601,6.2433,328.6476,2074.2957,295.5357,flood_hazard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215
0.01,4935.6252,2087.3601,6.3135,328.1544,2073.6378,296.6166,flood_hazard,0.0,0.0,0.0,0.0,0.0702000000000007,1.1244053625486634,-0.49320000000000164,-0.1500695577877342,-0.6579000000001543,-0.03171678946257056,1.0808999999999855,0.36574261586670764,0.215
0.02,4935.6252,2087.3601,6.3243,327.9951,2072.3886,298.0143,flood_hazard,0.0,0.0,0.0,0.0,0.0810000000000004,1.297390802940759,-0.6525000000000318,-0.19854092955494937,-1.9070999999999003,-0.09193964004263713,2.4785999999999717,0.8386804030781971,0.215
0.03,4935.6252,2087.3601,6.4413,322.9659,2065.7151,309.6,flood_hazard,0.0,0.0,0.0,0.0,0.1980000000000004,3.1713997405218457,-5.681700000000035,-1.7288122596970232,-8.580600000000231,-0.4136632978605813,14.064300000000003,4.758917450582113,0.215
0.04,4935.6252,2087.3601,6.5205,320.3946,2066.139,311.6682,flood_hazard,0.0,0.0,0.0,0.0,0.27720000000000056,4.439959636730585,-8.252999999999986,-2.5112004469224742,-8.1567,-0.3932274458265521,16.132499999999993,5.45873138169094,0.215
0.05,4935.6252,2087.3601,6.543,322.3035,2058.5196,317.3562,flood_hazard,0.0,0.0,0.0,0.0,0.2997000000000005,4.800345970880793,-6.344100000000026,-1.9303655343900352,-15.776100000000042,-0.7605521237883317,21.82049999999998,7.383371958108607,0.215
0.06,4935.6252,2087.3601,6.5754,319.3254,2058.6447,320.1768,flood_hazard,0.0,0.0,0.0,0.0,0.3321000000000005,5.319302292057094,-9.32220000000001,-2.8365337218345754,-15.651000000000295,-0.7545211610861602,24.641099999999994,8.3377744211613,0.215
0.07,4935.6252,2087.3601,6.5979,318.8304,2058.6924,320.6016,flood_hazard,0.0,0.0,0.0,0.0,0.35460000000000047,5.679688626207302,-9.817200000000014,-2.9871509787383244,-15.603300000000218,-0.7522215853795684,25.0659,8.481513400919075,0.215
0.08,4935.6252,2087.3601,6.6681,316.6533,2058.3306,323.0703,flood_hazard,0.0,0.0,0.0,0.0,0.4248000000000003,6.804093988755952,-11.99430000000001,-3.649593059556805,-15.965100000000348,-0.7696636501729405,27.534599999999955,9.316843954892743,0.215
0.09,4935.6252,2087.3601,6.732,317.7639,2055.5532,324.6732,flood_hazard,0.0,0.0,0.0,0.0,0.4887000000000006,7.82759117774255,-10.883700000000033,-3.3116627049764045,-18.74250000000029,-0.9035596998055914,29.13749999999999,9.859214978088938,0.215
0.1,4935.6252,2087.3601,6.732,319.4973,2051.9658,326.5272,flood_hazard,0.0,0.0,0.0,0.0,0.4887000000000006,7.82759117774255,-9.150300000000016,-2.7842284562552764,-22.32990000000018,-1.076505148229357,30.991499999999974,10.486550355845326,0.215
